epoch,acc,iou,loss,lr,precision,recall,val_acc,val_iou,val_loss,val_precision,val_recall
0,0.5699387192726135,0.013017508201301098,0.8437080979347229,1e-04,0.018404139205813408,0.6956914663314819,0.8836174607276917,0.011803748086094856,0.5597209334373474,0.062764972448349,0.697430431842804
1,0.9839930534362793,0.010883728973567486,0.3264009356498718,1e-04,0.01221491675823927,0.004953367169946432,0.9889249801635742,0.012790950015187263,0.43470022082328796,0.04040404036641121,0.0012847966281697154
2,0.9874670505523682,0.01320007722824812,0.2632034420967102,1e-04,0.013464465737342834,0.0012829666957259178,0.9892439842224121,0.01336648315191269,0.36323100328445435,0.0,0.0
3,0.9889401197433472,0.01950652338564396,0.22110362350940704,1e-04,0.5986987352371216,0.11805524677038193,0.9838164448738098,0.014610697515308857,0.3192846179008484,0.10192506015300751,0.0634903609752655
4,0.9922552108764648,0.029311038553714752,0.1908424198627472,1e-04,0.78144770860672,0.48777276277542114,0.9112744331359863,0.018108775839209557,0.32793334126472473,0.06395924836397171,0.525588870048523
5,0.9941086173057556,0.03925470635294914,0.16791731119155884,1e-04,0.8014331459999084,0.7124704122543335,0.8734914064407349,0.01824788935482502,0.3375004529953003,0.044082846492528915,0.5165953040122986
6,0.994793713092804,0.04953227937221527,0.1519259214401245,1e-04,0.8093851208686829,0.7966442108154297,0.9546842575073242,0.015050025656819344,0.2547461986541748,0.06390636414289474,0.2338329702615738
7,0.9944450259208679,0.05486150085926056,0.14085741341114044,1e-04,0.7907857298851013,0.7877861857414246,0.987921953201294,0.018234850838780403,0.1886327564716339,0.39753037691116333,0.21370449662208557
8,0.9955019354820251,0.06189112737774849,0.1296090930700302,1e-04,0.845368504524231,0.8221585154533386,0.9926055073738098,0.032766129821538925,0.1542665660381317,0.8193638920783997,0.4385438859462738
9,0.996197521686554,0.06975776702165604,0.11974746733903885,1e-04,0.8779345154762268,0.8548685908317566,0.9938077926635742,0.042725931853055954,0.13437774777412415,0.8937614560127258,0.5215203166007996
10,0.9964818358421326,0.07618477940559387,0.11184048652648926,1e-04,0.8932989239692688,0.8652550578117371,0.9946243166923523,0.053544286638498306,0.11953133344650269,0.8959113359451294,0.614668071269989
11,0.996588945388794,0.08088172227144241,0.10508818179368973,1e-04,0.903124988079071,0.8608483076095581,0.9954419136047363,0.06981135904788971,0.10874997079372406,0.8463310599327087,0.7866166830062866
12,0.9964703321456909,0.08544965833425522,0.09928146004676819,1e-04,0.8968265056610107,0.8562853932380676,0.9958922266960144,0.07363121211528778,0.10031861066818237,0.9026173949241638,0.7532119750976562
13,0.9963788390159607,0.08996022492647171,0.09390915185213089,1e-04,0.8911866545677185,0.8557722568511963,0.9963079690933228,0.07540726661682129,0.0951370894908905,0.9590684771537781,0.7275160551071167
14,0.9965999722480774,0.09563756734132767,0.08850213885307312,1e-04,0.9036787152290344,0.8602570295333862,0.9962860941886902,0.07851072400808334,0.09050923585891724,0.961637556552887,0.7192719578742981
15,0.9964607357978821,0.10041584074497223,0.08385762572288513,1e-04,0.8961793184280396,0.8536079525947571,0.9957632422447205,0.07538343966007233,0.08801589161157608,0.9744914174079895,0.6462526917457581
