epoch,acc,iou,loss,lr,precision_1,recall_1,val_acc,val_iou,val_loss,val_precision_1,val_recall_1
34,0.9956067204475403,0.17612658441066742,0.057296231389045715,1e-04,0.9758752584457397,0.8702148795127869,0.9951667785644531,0.12008140981197357,0.060656316578388214,0.9796868562698364,0.7182748913764954
35,0.9955160021781921,0.17781977355480194,0.05625833198428154,1e-04,0.9715076684951782,0.8608899712562561,0.9951629638671875,0.12382608652114868,0.05870857834815979,0.9766471982002258,0.726652204990387
36,0.9955026507377625,0.1826821118593216,0.055018432438373566,1e-04,0.968682587146759,0.8695059418678284,0.9947395324707031,0.1312391608953476,0.057534605264663696,0.9277694821357727,0.769159197807312
37,0.995464563369751,0.1828901767730713,0.05407172068953514,1e-04,0.9730039834976196,0.8549732565879822,0.9944267272949219,0.1421118527650833,0.05754254758358002,0.8760409951210022,0.8485882878303528
38,0.9954808950424194,0.18632325530052185,0.053078942000865936,1e-04,0.9702432155609131,0.857018232345581,0.9950637817382812,0.14597472548484802,0.055262885987758636,0.9151873588562012,0.8637915253639221
39,0.9954487085342407,0.19002112746238708,0.05198568478226662,1e-04,0.9684048891067505,0.8607808947563171,0.9950637817382812,0.13861796259880066,0.05357424542307854,0.9577795267105103,0.7601613402366638
40,0.9955101609230042,0.1953827291727066,0.050765976309776306,1e-04,0.9670541286468506,0.8755589723587036,0.9952392578125,0.14276757836341858,0.05016313120722771,0.9815203547477722,0.7251008152961731
41,0.995563268661499,0.19908051192760468,0.0494844950735569,1e-04,0.9694727659225464,0.8754225969314575,0.9955291748046875,0.14587277173995972,0.04928601533174515,0.9900949001312256,0.7443375587463379
42,0.9955887198448181,0.20149989426136017,0.04850122332572937,1e-04,0.9750989079475403,0.8669702410697937,0.9955863952636719,0.14564114809036255,0.04897647351026535,0.9928330779075623,0.7306857109069824
43,0.9956602454185486,0.20483598113059998,0.04743566736578941,1e-04,0.978049099445343,0.8649798035621643,0.9957542419433594,0.16155685484409332,0.047630101442337036,0.9633286595344543,0.8476574420928955
44,0.9954649806022644,0.2068944275379181,0.04714275896549225,1e-04,0.9701345562934875,0.8608899712562561,0.9950981140136719,0.16045714914798737,0.04850585386157036,0.9220647811889648,0.8479677438735962
45,0.9955795407295227,0.20858022570610046,0.045793771743774414,1e-04,0.9786510467529297,0.8549187183380127,0.9953269958496094,0.17514659464359283,0.04594685137271881,0.9198113083839417,0.9075395464897156
46,0.9955423474311829,0.21387390792369843,0.04483569785952568,1e-04,0.9721155762672424,0.8630985021591187,0.9956321716308594,0.1680438071489334,0.04521360993385315,0.9534883499145508,0.8523114919662476
47,0.9955172538757324,0.2172723263502121,0.04382120445370674,1e-04,0.971133291721344,0.865906834602356,0.9955520629882812,0.17077451944351196,0.042819567024707794,0.9672253131866455,0.805770993232727
48,0.9956660866737366,0.2237684577703476,0.04256829991936684,1e-04,0.9745739698410034,0.8810120820999146,0.9955787658691406,0.1702980250120163,0.042305417358875275,0.9742802381515503,0.7874650955200195
49,0.9957538843154907,0.22741393744945526,0.04152840003371239,1e-04,0.9791311621665955,0.8775765895843506,0.9954566955566406,0.17404785752296448,0.04196762293577194,0.9671945571899414,0.7958424091339111
