epoch,acc,iou,loss,lr,precision_3,recall_3,val_acc,val_iou,val_loss,val_precision_3,val_recall_3
32,0.9970343708992004,0.5178329348564148,0.011168505065143108,1e-04,0.975274384021759,0.8948679566383362,0.9962274432182312,0.5035364031791687,0.013013659045100212,0.9704158902168274,0.8418801426887512
33,0.9970535039901733,0.5341336727142334,0.010536886751651764,1e-04,0.9756008386611938,0.896427571773529,0.9962732195854187,0.5188111662864685,0.012483816593885422,0.9725284576416016,0.8391122817993164
34,0.9970519542694092,0.5479043126106262,0.010037051513791084,1e-04,0.9758790731430054,0.8954406380653381,0.9961816668510437,0.5279031991958618,0.012253569439053535,0.9651904106140137,0.8456041216850281
35,0.99703449010849,0.5600687861442566,0.009631533175706863,1e-04,0.9748877882957458,0.8946974277496338,0.9959462285041809,0.5247398018836975,0.012586751021444798,0.974811851978302,0.8082633018493652
36,0.9970605373382568,0.5739728808403015,0.009141887538135052,1e-04,0.9757301211357117,0.897402286529541,0.9962514042854309,0.5520159006118774,0.011212341487407684,0.9663865566253662,0.8507372736930847
37,0.9970136880874634,0.5838316082954407,0.00885830633342266,1e-04,0.9744406342506409,0.8928088545799255,0.9962702989578247,0.5676195025444031,0.010895992629230022,0.9606710076332092,0.8703135251998901
38,0.9970687031745911,0.5975995659828186,0.008399412967264652,1e-04,0.9772438406944275,0.8944841623306274,0.996096670627594,0.5826582908630371,0.011073335073888302,0.9357688426971436,0.9061949849128723
39,0.997055172920227,0.6087362170219421,0.008115450851619244,1e-04,0.9763256311416626,0.8949106335639954,0.9962477684020996,0.5937941074371338,0.01014543604105711,0.949101448059082,0.887725830078125
40,0.9970990419387817,0.6231628060340881,0.00765124149620533,1e-04,0.977739691734314,0.8972134590148926,0.9963023066520691,0.6035910248756409,0.00986766628921032,0.9576931595802307,0.8783151507377625
41,0.9971395134925842,0.6359104514122009,0.007291413843631744,1e-04,0.9789757132530212,0.899814784526825,0.9962397813796997,0.6035761833190918,0.009907587431371212,0.9766491055488586,0.8292989730834961
42,0.9971742033958435,0.6480279564857483,0.006951592396944761,1e-04,0.9812707901000977,0.9010515213012695,0.9963880181312561,0.6271829605102539,0.009060285985469818,0.9676891565322876,0.8636203408241272
43,0.9971994161605835,0.6606574654579163,0.006602494977414608,1e-04,0.9823916554450989,0.9007042646408081,0.9964171051979065,0.6416299939155579,0.009005395695567131,0.9627291560173035,0.8826430439949036
44,0.9972323775291443,0.6725914478302002,0.006294953636825085,1e-04,0.9841873645782471,0.9016850590705872,0.99639892578125,0.6572573184967041,0.0087323859333992,0.9497122168540955,0.9133410453796387
45,0.997231125831604,0.6817180514335632,0.006096778437495232,1e-04,0.9840015172958374,0.901532769203186,0.9962456226348877,0.6591389775276184,0.008955190889537334,0.9426701664924622,0.9060943126678467
46,0.997209906578064,0.6891365647315979,0.005948786158114672,1e-04,0.9831607341766357,0.8998939990997314,0.9961256980895996,0.6634157299995422,0.009154398925602436,0.9306107759475708,0.9185748100280762
47,0.9972246885299683,0.6985799670219421,0.005725740920752287,1e-04,0.9829564094543457,0.9015693068504333,0.9963444471359253,0.6712847948074341,0.008293707855045795,0.954437255859375,0.8876251578330994
48,0.9972277879714966,0.7070167064666748,0.005536090582609177,1e-04,0.983384907245636,0.9021480679512024,0.9963923692703247,0.676534116268158,0.007877198979258537,0.9579567909240723,0.890946626663208
49,0.9972695112228394,0.7179494500160217,0.0052813696675002575,1e-04,0.9853259325027466,0.9040488600730896,0.9963822364807129,0.6869342923164368,0.007947255857288837,0.9489822387695312,0.912686824798584
