epoch,acc,iou,loss,lr,precision,recall,val_acc,val_iou,val_loss,val_precision,val_recall
0,0.8678830862045288,0.014417018741369247,0.4848462641239166,1e-04,0.029606441035866737,0.283180832862854,0.9855615496635437,0.012843546457588673,0.45929500460624695,0.0,0.0
1,0.9829891920089722,0.014006640762090683,0.3114851415157318,1e-04,0.004382355138659477,0.0012976252473890781,0.9855615496635437,0.014050169847905636,0.35082900524139404,0.0,0.0
2,0.985281229019165,0.015362503938376904,0.2624278962612152,1e-04,0.0,0.0,0.9855615496635437,0.015337870456278324,0.2998734712600708,0.0,0.0
3,0.987086832523346,0.021647965535521507,0.23387441039085388,1e-04,0.5609866380691528,0.12858065962791443,0.9857708215713501,0.018374206498265266,0.24588997662067413,0.9056603908538818,0.01690906286239624
4,0.9905773401260376,0.029237380251288414,0.2160576581954956,1e-04,0.7432981133460999,0.5052331686019897,0.9866412878036499,0.019601043313741684,0.22094270586967468,0.889885425567627,0.08987972140312195
5,0.9925132393836975,0.03891398757696152,0.19430117309093475,1e-04,0.777358889579773,0.708448588848114,0.991366446018219,0.03470509499311447,0.19780683517456055,0.8748511075973511,0.5174878239631653
6,0.9934466481208801,0.04756917431950569,0.178276926279068,1e-04,0.8085524439811707,0.7693577408790588,0.9928167462348938,0.048823580145835876,0.18066567182540894,0.822855532169342,0.7482763528823853
7,0.9938883781433105,0.05343214049935341,0.16515949368476868,1e-04,0.8289772272109985,0.7837169170379639,0.99273681640625,0.056883011013269424,0.16717524826526642,0.7983015775680542,0.7995068430900574
8,0.9943854212760925,0.05890386179089546,0.1534155160188675,1e-04,0.8507160544395447,0.8034189343452454,0.9929162859916687,0.056637223809957504,0.1547592133283615,0.8533107042312622,0.7075637578964233
9,0.9947109818458557,0.06394267827272415,0.14304965734481812,1e-04,0.8691241145133972,0.8099862337112427,0.9933130145072937,0.05867469683289528,0.14399506151676178,0.8958988189697266,0.6738966107368469
10,0.9948568940162659,0.0686064139008522,0.13378742337226868,1e-04,0.878431499004364,0.8095841407775879,0.9937395453453064,0.0655919536948204,0.13359643518924713,0.9025644063949585,0.7155653834342957
11,0.9947572350502014,0.07282454520463943,0.12564611434936523,1e-04,0.8756475448608398,0.8022065758705139,0.9929286241531372,0.0766787976026535,0.126317098736763,0.8067532777786255,0.8031805157661438
12,0.9948288202285767,0.07752769440412521,0.11777208745479584,1e-04,0.8804653882980347,0.8008541464805603,0.9930049180984497,0.08139581233263016,0.11886488646268845,0.8109217882156372,0.8048412203788757
13,0.995107889175415,0.08313768357038498,0.11022734642028809,1e-04,0.8929501175880432,0.8127703666687012,0.9941558837890625,0.08512714505195618,0.10918273031711578,0.8963860869407654,0.7701675891876221
